Review Text,Overall Rating,Origin,Destination,Flight Type,Date of Travel,Legroom,Seat Comfort,In-flight Entertainment,Customer Service,Value for Money,Cleanliness,Check-in and Boarding,Food and Beverage
"The way they handled my refund after a simple cancellation means they don't even deserve 1 /10. Utterly depressing that this company is supposed to be our national carrier.
My case reference was 05031782 and 'Tom' in Global Customer Relations was repeatedly a poor advert for the company.",1.0,London,New York City,International,January 2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Amazing experience in first class
Totally made by Fran and Jordon
Who were both simply outstanding in every way. Wish we could have them on every flight !!",5.0,Dubai,London,International,February 2025,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
"Once again , British Airways can't fulfill a simple task of making sure the passenger and the luggage end up at the same destination.  What a useless, unfit-for-purpose business. Especially for the price and desired  'reoutation'.",1.0,Nairobi,London,International,February 2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
American Airways cancelled our flight. Found out at the airport. They transfer the flight onto British Airways. Very stressed and tired at 5.am on a Saturday morning and your staff member at gate 3 was so kind and helpful. We can't thank her enough. Her name is Neha kawatse. Please pass this on. Will only fly with you going forward.,5.0,London,New York City,International,February 2025,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
">BA planes are ALL now very Old, Tired and Poor quality.
 (especially the BA Euro routes where the staff also seem particularly disseminated from any semblance of service now)
>BA is way past its day now compared to rivals, even the lounges are not sufficient to make up the ever increasing short fall(s) on service and quality.
the nasty new Tier Level change has finally pushed me to no longer book BA, as their 'loyalty' has very clearly long since departed!
> I'm not staying on the ever decreasing slide of ever more decreasing quality with BA.
BA very clearly has no interest in me and a lot of business class flights anymore, their nasty recent change in TIER points illustrates exactly Everything wrong with out-of-touch BA.
BA is OUTDATED and OUTRUN by rivals now.",1.0,London,New York City,International,February 2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"In December 2024 my flight for June 2025 had its times changed. These next times didn't suit me so I called British Airways regarding cancelling. 
I was told on the phone to cancel it would cost me £180. Even though my flight is 6 months away and BA changed my times.

On the phone they were very unhelpful and no sympathy what so ever with them changing my times.

I was hold by the person on the helpline to put a complaint into BA and await a response.

That was the 27th Dec and now its 17th Feb and still no reply from BA. Will they wait till June and tell me its too late?

Terrible how so far away and they change my times and I've to lose £180 because they no longer suit.

If this isn't sorted quickly then I will no longer use BA ever again.",1.0,Glasgow,London,Domestic,December 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"The employees were helpful when I missed my connections and did all the could to rebook me even though they weren't obliged to. I would like to especially thank Salma Yusuf, who was at the counters at Heathrow airport, trying very hard to help me. They turned this long and adventurous trip into an overall positive experience.",5.0,Los Angeles,Vienna,International,February 2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"British Airways is terrible! 
I got screwed on Sunday, Feb. 13th. 2025. There was a miscommunication of understanding in regards to time zones; the application was not clear on the flight times. Assuming my flight was at 8:20pm. But it was 8:20 a.m. But all they displayed was 08:20. So then I missed my flight, thinking I was early on my way to Heathrow Airport in London around 3 p.m. I called customer support; they tried charging me 2100 euros to book a direct flight! After searching around, I saw that the round trip was cheaper through Virgin Airlines. I ended up paying 733 USD. The moral of the story is that British Airways is absolutely the worst airline to book any flight with. They didn’t offer me any compensation or any resolution; instead, they tried offering an upsell ticket, knowing I was stuck in London. I asked to be a proration to refund me so I could book a ticket, but they made no effort, to help me knowing i was stuck and had no options! Had I not dig around a bit, I would have been so screwed and paying a hefty direct flight cost. It made me absolutely furious! I haven’t been this stressed in so long. I will forever share this story with all my friends and family to make sure everyone know this about british airways!",1.0,London,New York City,International,February 2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Absolutely awful service. Firstly, working perfectly in partnership with American Airlines they lost our luggage. A week later and still no news only that it’s in Costa Rica. We have phoned many times and spoke to someone located in India who quite frankly couldn’t care less. I’m on hold to someone now, the call has been 20 minutes long and so far all I’ve given is my name and baggage information and heard nothing from them.

For some bizarre reason the connection left Miami at 10pm local time, that’s about 3am UK time. And an hour into the flight they started serving us dinner! Vegetable curry. I’m not sure in what world anyone wants a curry at either 11pm or 4am, shocking. This left us with about 5 hours of being left alone to sleep.",1.0,San Jose,London,International,February 2025,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
"QUITE LITERALLY THE WORST AIRLINE. Their workers are INCREDIBLY RACIST and rude. I had a connecting flight from Newark airport to London Heathrow from where I would go to Istanbul. Because of British airways I missed my connecting flight from London Heathrow and consequently missed another flight that I was supposed to take from Istanbul. British Airways gave me another flight 3 hours later and did not offer any compensation for the flight that I was supposed to get on from Istanbul even though I missed it because their airplane did not reach its destination in time (WHICH IS THEIR FAULT). I WENT TO ASK THEM TO REIMBURSE MY TICKET FROM ISTANBUL TO MY FINAL DESTINATION since I HAD TO PAY AN EXTRA 200 on top of what I had already paid since all the times changed because of the new flu got they gave me. This made a ticket that should have cost 120 into one that costs 320.

 ANYWAYS I ACCEPTED DEFEAT THAT THEY WOULDNT PAY ME FOR IT EVEN THOUGH IT WAS THEIR MISTAKE. NOW IM BOARDING MY NEW PLANE AND THEY SUPPOSEDLY FLAG MY HAND LUGGAGE AND CHECK IT IN AGAINST MY WILL. (Even though there were tons of people who were allowed to keep their hang luggage to put overhead). I TOLD THEM REPEATEDLY THAT I WANT TO KEEP MY HAND LUGGAGE OVERHEAD SO I DONT MISS ANOTHER FLIGHT BUT THEY DIDNT LISTEN. I SPOKE TO THE MANAGER AND IN A NASTY VOICE HE TOLD ME THAT I SHOULD LEAVE THE PLANE AND NOT GET ON AND THEN COMPELTELY IGNORED ME AS I TRIED TO EXPLAIN MY SITUATION TO HIM. DID I MENTION HE TOOK MY LUGGAGE OUT OF MY HAND OUT OF MY WILL/WITHOUT MY CONSENT!! My mother wears a hijab and the second she came to my side he got increasingly nasty with his tone and began to completely ignore us. THEIR WORKERS ARE RACIST AND THIS IS UNACCEPTABLE. THE FACT THAT TONS OF OTHER PEOPLE WERE ALLOWED TO KEEP THEIR LUGGAGE WITH THEM BUT I WASNT IS INCREDIBLY UNFAIR . So somehow we were one of the only ones with flagged luggage and conveniently my mother wears a hijab. I WILL NEVER BE RIDING WITH BRITISH AIRWAYS AGAIN, BEWARE PEOPLE THEY DONT CARE ABOUT THEIR CUSTOMERS AT ALL. 

Oh by the way for the original flight to Turkey that we missed cause of British airways own issue (we had no control over it), as if joking with us, they gave us refreshment vouchers worth 5 pounds as if it could make up for the extra 200 euros I had to pay and medical conference I missed.

I’m a medical student and was supposed to present at a conference but unfortunately could not BECAUSE OF BRITISH AIRWAYS INABILITY TO PROVIDE QUALITY CUSTOMER SERVICE. 

EXCUSE MY LANGUAGE BUT THIS COMPANY DOESN’T GIVE TWO F*CKS ABOUT YOUR ISSUES AND THEY’RE WORKERS ARE RACIST.",1.0,Newark,Istanbul,International,February 2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
